ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description
20250722135201420,1,1,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,2,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,3,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,4,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,5,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,6,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,7,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,8,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,9,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,10,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,11,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,12,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,13,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,14,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,15,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,16,001,000143,202507,,,,,,,,,,,,,,,,,,,
20250722135201420,1,17,001,000143,202507,,,,,,,,,,,,,,,,,,,
