ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,calculation_name_original,calculation_name,partner_name_original,partner_name,partner_location_original,partner_location,partner_location_prefecture,partner_location_city,partner_location_town,partner_location_block,partner_com_code,partner_com_code_status_id,partner_comcd_relation_source_type_id,partner_exist_comcd_relation_history_id,balance_original,balance,description_original,description,conf_registration_number,conf_calculation_name,conf_partner_name,conf_partner_location,conf_balance,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_calculation_name,coord_y_calculation_name,coord_h_calculation_name,coord_w_calculation_name,coord_x_partner_name,coord_y_partner_name,coord_h_partner_name,coord_w_partner_name,coord_x_partner_location,coord_y_partner_location,coord_h_partner_location,coord_w_partner_location,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_description,coord_y_description,coord_h_description,coord_w_description,insertdatetime,updatedatetime,updateuser
20250722150400050,1,1,001,000006,202507,,,売掛金,売掛金,北斗市,北斗市,北斗市中央1丁目3番10号,北斗市中央1丁目3番10号,,,,,3337,,,,331254,331254,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,2,001,000006,202507,,,売掛金,売掛金,函館市,函館市,函館市東雲町4番13号,函館市東雲町4番13号,,,,,3320,,,,3214200,3214200,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,3,001,000006,202507,,,売掛金,売掛金,知内町,知内町,上磯郡知内町字重内21番地1,上磯郡知内町字重内21番地1,,,,,3338,,,,1362900,1362900,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,4,001,000006,202507,,,売掛金,売掛金,七飯町,七飯町,亀田郡七飯町本町6丁目1番2号,亀田郡七飯町本町6丁目1番2号,,,,,3339,,,,63250,63250,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,5,001,000006,202507,,,売掛金,売掛金,厚沢部町,厚沢部町,檜山郡厚沢部町新町207番地,檜山郡厚沢部町新町207番地,,,,,3340,,,,11220000,11220000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,6,001,000006,202507,,,売掛金,売掛金,(株)太洋,(株)太洋,函館市北浜町10番34号,函館市北浜町10番34号,,,,,3341,,,,6739700,6739700,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,7,001,000006,202507,,,売掛金,売掛金,その他一括,その他一括,,,,,,,3342,,,,23793319,23793319,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
20250722150400050,1,8,001,000006,202507,,,未収入金,未収入金,フォーデイズ(株),フォーデイズ(株),東京都中央区日本橋小網町6番7,東京都中央区日本橋小網町6番7,,,,,3343,,,,7463,7463,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,,,testuser
